4013,1425
4014,1413
4015,1412
4016,1419
4017,1420
4018,1418
4019,1415
4020,1417
4021,1416
4200,1460
4201,1461
4202,1461
4203,1470
4204,1465
4205,1464
4206,1462
4207,1466
4208,1467
4209,1468
4210,1463
4211,1469
4212,1471
4213,1472
4400,1510
4401,1511
4402,1518
4403,1512
4404,1513
4405,1514
4406,1515
4407,1517
4408,1516
4500,1560
4501,1561
4502,1561
4503,1565
4504,1563
4505,1564
4506,1568
4507,1566
4508,1567
4509,1562
4510,1569
4511,1519
4600,1610
4601,1611
4602,1620
4603,1614
4604,1613
4605,1612
4606,1618
4607,1619
4608,1615
4609,1617
4610,1616
4800,0160
4801,0161
4802,0167
4803,0163
4804,0164
4805,0165
4806,0166
4807,0162
4808,0168
4900,1960
4901,1961
4902,1978
4903,1962
4904,1967
4905,1963
4906,1974
4907,1971
4908,1966
4909,1964
4910,1979
4911,1973
4912,1968
4913,1972
4914,1965
4915,1975
4916,1976
4917,1977
4918,1969
4919,1970
5100,2110
5101,2111
5102,2111
5103,2122
5104,2112
5105,2113
5106,2124
5107,2114
5108,2123
5109,2115
5110,2116
5111,2117
5112,2119
5113,2118
5114,2120
5115,2121
5200,2010
5201,2011
5202,2022
5203,2013
5204,2021
5205,2012
5206,2014
5207,2018
5208,2015
5209,2017
5210,2016
5211,2020
5212,2019
5400,2160
5401,2161
5402,2170
5403,2162
5404,2164
5405,2163
5406,2166
5407,2168
5408,2169
5409,2165
5410,2167
5600,2060
5601,2061
5602,2068
5603,2062
5604,2067
5605,2065
5606,2063
5607,2066
5608,2064
5609,2069
5800,2210
5801,2211
5802,2211
5803,2212
5804,2213
5805,2214
5806,2215
5807,2216
5808,2217
6000,1660
6001,1661
6002,1661
6003,1665
6004,1663
6005,1666
6006,1667
6007,1669
6008,1670
6009,1668
6010,1662
6011,1664
6200,3010
6201,3011
6202,3011
6203,3012
6204,3016
6205,3013
6206,3015
6207,3018
6208,3017
6209,3014
6210,3019
6400,2910
6401,2911
6402,2911
6403,2915
6404,2923
6405,2922
6406,2914
6407,2917
6408,2920
6409,2921
6410,2912
6411,2913
6412,2924
6413,2919
6414,2918
6415,2916
6416,2925
6417,2926
6418,2911
6600,2960
6601,2961
6602,2974
6603,2971
6604,2965
6605,2970
6606,2969
6607,2973
6608,2962
6609,2963
6610,2968
6611,2972
6612,2967
6613,2964
6614,2966
6615,2975
6616,2976
6700,3060
6701,3061
6702,3061
6703,3065
6704,3063
6705,3062
6706,3066
6707,3064
6708,3067
6709,3068
6800,2860
6801,2861
6802,2861
6803,2864
6804,2871
6805,2869
6806,2867
6807,2868
6808,2870
6809,2866
6810,2865
6811,2862
6812,2863
6813,2872
7000,1860
7001,1861
7002,1866
7003,1864
7004,1863
7005,1868
7006,1865
7007,1862
7008,1867
7009,1869
7010,1861
7011,1861
7200,1910
7201,1911
7202,1911
7203,1912
7204,1913
7205,1915
7206,1914
7207,1919
7208,1916
7209,1917
7210,1918
7400,1810
7401,1811
7402,1818
7403,1812
7404,1814
7405,1813
7406,1815
7407,1816
7408,1817
7500,1760
7501,1761
7502,1770
7503,1766
7504,1763
7505,1768
7506,1762
7507,1764
7508,1771
7509,1772
7510,1765
7511,1767
7512,1769
7700,1710
7701,1711
7702,1711
7703,1714
7704,1715
7705,1712
7706,1716
7707,1713
7708,1717
7709,1718
7900,0110
7901,0111
7902,0133
7903,0129
7904,0112
7905,0113
7906,0114
7907,0115
7908,0130
7909,0116
7910,0131
7911,0117
7912,0118
7913,0132
7914,0121
7915,0122
7916,0135
7917,0120
7918,0119
7919,0123
7920,0134
7921,0127
7922,0124
7923,0126
7924,0125
7925,0128
8000,0510
8001,0511
8002,0511
8003,0524
8004,0522
8005,0523
8006,0521
8007,0520
8008,0517
8009,0516
8010,0514
8011,0515
8012,0512
8013,0513
8014,0519
8015,0518
8200,0560
8201,0561
8202,0562
8203,0563
8204,0570
8205,0566
8206,0565
8207,0567
8208,0564
8209,0569
8210,0568
8211,0571
8300,0610
8301,0611
8302,0611
8303,0612
8304,0614
8305,0613
8306,0617
8307,0618
8308,0615
8309,0616
8310,0619
8400,1010
8401,1011
8402,1011
8403,1013
8404,1012
8405,1018
8406,1017
8407,1015
8408,1014
8409,1016
8600,0710
8601,0711
8602,0719
8603,0713
8604,0717
8605,0715
8606,0718
8607,0714
8608,0712
8609,0716
8700,0660
8701,0661
8702,0672
8703,0662
8704,0670
8705,0666
8706,0664
8707,0665
8708,0669
8709,0671
8710,0667
8711,0668
8712,0663
8713,0673
8900,0760
8901,0761
8902,0772
8903,0767
8904,0771
8905,0769
8906,0768
8907,0764
8908,0763
8909,0762
8910,0765
8911,0770
8912,0766
9100,0810
9101,0811
9102,0811
9103,0819
9104,0813
9105,0820
9106,0818
9107,0870
9108,0814
9109,0817
9110,0815
9111,0812
9112,0821
9113,0816
9114,0823
9115,0824
9116,0811
9200,0860
9201,0861
9202,0863
9203,0864
9204,0869
9205,0867
9206,0862
9207,0866
9208,0865
9209,0868
9210,0871
9300,3110
9301,3111
9302,3111
9303,3114
9304,3112
9305,3117
9306,3116
9307,3115
9308,3113
9400,1060
9401,1061
9402,1061
9403,1062
9404,1064
9405,1068
9406,1063
9407,1066
9408,1065
9409,1069
9410,1067
9411,1070
9412,1061
9500,0910
9501,0911
9502,0911
9503,0915
9504,0917
9505,0913
9506,0914
9507,0912
9508,0916
9600,0960
9601,0961
9602,0961
9603,0962
9604,0967
9605,0966
9606,0968
9607,0963
9608,0964
9609,0965
9610,0969
